sentence number,sentence,value (0/1)
193,"La documentazione deve riportare l’indicazione delle misure previste per ridurre o eliminare le emissioni sonore causate dall’attività o dagli impianti e del termine temporale entro il quale il titolare o legale rappresentante dell’attività si impegna, comunque, a far rientrare i livelli sonori causati nell’ambiente esterno o abitativo entro i limiti stabiliti dalla normativa qualora gli stessi, al momento dell’avvio dell’impianto, dovessero essere non conformi ai suddetti limiti e alle stime contenute nella documentazione di previsione di impatto acustico.",,
194,"ARTICOLO 5 (Centri commerciali polifunzionali, discoteche, circoli privati e pubblici esercizi, impianti sportivi) 1.",,
195,"La documentazione di previsione di impatto acustico relativa a nuovi centri commerciali polifunzionali di cui alla legge 447/95, art.",,
196,"8 comma 4, e art.",,
197,5 della l.r.,,
198,13/2001 deve contenere almeno i dati e le informazioni di seguito elencate. a) Dati identificativi del soggetto titolare o legale rappresentante.,,
199,Si deve anche indicare la tipologia e le caratteristiche dei locali o delle strutture che formeranno il centro commerciale e che possono avere emissioni sonore con effetti nell’ambiente esterno o abitativo; b) Lo stesso tipo di informazioni dati e notizie richieste nell’art.,,
200,2 che precede per quanto riguarda le eventuali nuove infrastrutture stradali se ne è prevista la costruzione.,,
201,Se si tratta di infrastrutture stradali già in esercizio devono essere specificate le modifiche nei volumi di traffico e le stime di variazione nei livelli di immissione sonora per tali infrastrutture.,,
202,Per le stime o i calcoli previsionali vale quanto già indicato nell’art.,,
203,2 che precede; c) Lo stesso tipo di informazioni dati e notizie richieste al precedente art.,,
204,"4, commi 1, 3, 4, per quanto riguarda gli impianti e le attrezzature con emissioni di rumore nell’ambiente esterno o abitativo.",,
205,"Tali dati devono in particolare riguardare gli impianti di ventilazione, condizionamento, refrigerazione, diffusione sonora.",,
206,Dati e notizie specifiche devono inoltre essere fornite per le aree attrezzate per il carico e lo scarico merci e le aree destinate a parcheggio se le stesse sono vicine ad aree esterne con presenza di ambienti abitativi.,,
207,2.,,
208,"La documentazione di previsione di impatto acustico per nuove discoteche di cui alla legge 447/95, art.",,
209,"8, comma 2, lettera c) e art.",,
210,5 della l.r.,,
211,13/2001 deve contenere almeno i dati e le informazioni di seguito elencate. a) I dati identificativi del titolare o legale rappresentante; b) Lo stesso tipo di informazioni dati e notizie richieste nell’art.,,
212,2 che precede per quanto riguarda le eventuali nuove infrastrutture stradali se ne è prevista la costruzione.,,
213,Se si tratta di infrastrutture stradali già in esercizio devono essere specificate le modifiche nei volumi di traffico e le stime di variazione nei livelli di Immissione sonora per tali infrastrutture.,,
214,Per le stime o i calcoli previsionali vale quanto già indicato nell’art.,,
215,"2 che precede; c) Dati particolareggiati relativamente all’impatto acustico dovuto ai parcheggi e agli spazi utilizzati per l’accesso ed il deflusso dei mezzi di trasporto e delle persone; d) Per gli impianti di diffusione sonora, siano essi in ambienti confinati o all’aperto, e per quelli di condizionamento e ventilazione devono essere fornite lo stesso tipo di informazioni dati e notizie, con i dettagli tecnici riferibili alle sorgenti della discoteca, indicate nel precedente art.",,
216,"4, nel comma 1, lettere b), c), d), e), nel comma 2 lettera f), nei commi 3 e 4, del medesimo art.",,
217,4; e) Per le nuove discoteche la cui collocazione è prevista all’interno di edifici o in edifici strutturalmente connessi a locali destinati ad ambiente abitativo occorre fornire inoltre la descrizione delle caratteristiche di fonoisolamento degli elementi strutturali,,
218,– 20 –,,
219,Bollettino Ufficiale,,
220,Serie Ordinaria n. 3 - Mercoledì 15 gennaio 2014 dell’edificio attraverso i quali può avvenire la propagazione del suono verso gli ambienti abitativi.,,
221,3.,,
222,"La documentazione di previsione di impatto acustico per nuovi impianti sportivi e ricreativi i cui alla legge 447/95, art.",,
223,8 comma 2 lettera e) e art.,,
224,5 della l.r.,,
225,"13/2001, deve contenere almeno i dati e le informazioni di seguito elencate. a) I dati identificativi del titolare o legale rappresentante; b) Lo stesso tipo di informazioni dati e notizie richieste nell’art.",,
226,2 che precede per quanto riguarda le eventuali nuove infrastrutture stradali se ne è prevista la costruzione.,,
227,Se si tratta di infrastrutture stradali già in esercizio devono essere specificate le modifiche previste nei volumi di traffico e le stime delle variazione nei livelli di immissione sonora per tali infrastrutture.,,
228,Per le stime o i calcoli previsionali dei livelli di rumore vale quanto già indicato nell’art.,,
229,2 che precede.,,
230,"Devono essere forniti dati e notizie in merito all’impatto acustico dovuto ai parcheggi e agli spazi utilizzati per l’accesso ed il deflusso dei mezzi di trasporto e delle persone; c) Per quanto concerne gli impianti di ventilazione, condizionamento, refrigerazione, diffusione sonora, lo stesso tipo di informazioni dati e notizie, da riferire in particolare alle sorgenti sonore previste per l’impianto sportivo, specificate al precedente art.",,
231,"4, commi 1, 3 e 4; d) Per gli impianti sportivi occorre anche specificare la frequenza, la durata, le modalità e il tipo di utilizzo dell’impianto.",,
232,"I dati che bisogna fornire ed il loro dettaglio sono dipendenti dall’entità, dalla frequenza, dagli orari di afflusso e deflusso degli spettatori.",,
233,Si devono descrivere le variazioni che si prevede di causare sui livelli di rumore preesistenti e rilevabili nell’ambiente esterno e negli ambienti abitativi.,,
234,4.,,
235,"Fatte salve le disposizioni della legge 26 ottobre 1995 n.447 e del DPR 19 ottobre 2011 n.227, criteri e modalità per la redazione della documentazione di previsione di impatto acustico per i circoli privati ed i pubblici esercizi, quando dovuta ai sensi della vigente normativa, sono definiti nella allegata “Appendice relativa a criteri e modalità per la redazione della documentazione di previsione di impatto acustico dei circoli privati e pubblici esercizi” parte integrante del presente documento.",,
236,ARTICOLO 6 (Valutazione previsionale di clima acustico) 1.,,
237,La valutazione previsionale del clima acustico di cui all’art.,,
238,"8, comma 3, della legge 447/95 e art.",,
239,"5, comma 2, della l.r.",,
240,13/2001 è effettuata sulla base della documentazione predisposta a cura del proponente o del titolare/legale rappresentante/costruttore degli edifici o degli insediamenti di cui al sopracitato art.,,
241,"8, comma 3, della legge 447/95.",,
242,"La documentazione deve comprendere apposita relazione tecnica contenente almeno: a) la descrizione, tramite misure e/o calcoli, dei livelli di rumore ambientale (valori assoluti di immissione) e del loro andamento nel tempo.",,
243,"I livelli sonori suddetti devono essere valutati in posizioni significative del perimetro esterno che delimita l’edificio o l’area interessata al nuovo insediamento o, preferibilmente, in corrispondenza alle posizioni spaziali dove sono previsti i recettori sensibili indicati all’art.",,
244,"8, comma 3, della legge 447/95.",,
245,Per tale descrizione possono essere utilizzate oltre alle norme di legge anche specifiche norme tecniche quali ad esempio la UNI 9884 e le ISO 1996; b) le caratteristiche temporali nella variabilità dei livelli sonori rilevabili in punti posti in prossimità del perimetro dell’area interessata dalle diverse sorgenti presenti nelle aree circostanti.,,
246,Occorrono dettagli descrittivi delle sorgenti sonore e del loro effetto sui livelli di pressione sonora misurabili in tali punti.,,
247,Sono necessari dati di carattere quantitativo da riferire a posizioni significative da concordare con il Comune e la struttura dell’A.R.P.A. territorialmente competenti.,,
248,Le fonometrie effettuate prima della realizzazione dell’insediamento devono permettere la valutazione nei punti oggetto di indagine del contributo delle sorgenti sonore già esistenti.,,
249,"I rilevamenti fonometrici effettuati dopo la realizzazione dell’insediamento, nelle posizioni precedentemente individuate ed in altre che fossero ritenute significative in accordo con l’ente di controllo, serviranno a verificare la conformità dei livelli di rumore ai limiti stabiliti dalla normativa vigente; c) informazioni e dati che diano la descrizione della disposizione spaziale del singolo edificio con le caratteristiche di utilizzo del medesimo edificio e dei suoi locali, il tipo di utilizzo degli eventuali spazi aperti, la collocazione degli impianti tecnologici e dei parcheggi, la descrizione dei requisiti acustici degli edifici e di loro componenti previsti nel progetto; d) le valutazioni relative alla compatibilità del nuovo insediamento in progetto con il clima acustico preesistente nell’area.",,
250,Se la compatibilità dal punto di vista acustico è ottenuta tramite la messa in opera di sistemi di protezione dal rumore occorre fornire i dettagli tecnici descrittivi delle misure adottate nella progettazione e dei sistemi di protezione acustica preventivati; e) la descrizione di eventuali significative variazioni di carattere acustico indotte dalla presenza del nuovo insediamento in aree residenziali o particolarmente protette già esistenti che sono vicine al nuovo insediamento e che saranno interessate dalle modifiche indotte dallo stesso.,,
251,Bollettino Ufficiale,,
252,– 21 – Serie Ordinaria n. 3 - Mercoledì 15 gennaio 2014,,
253,APPENDICE RELATIVA A CRITERI E MODALITÀ PER LA REDAZIONE DELLA DOCUMENTAZIONE DI PREVISIONE DI IMPATTO ACUSTICO DEI CIRCOLI PRIVATI E PUBBLICI ESERCIZI A),,
254,Documentazione predisposta in forma semplificata di dichiarazione sostitutiva resa dal titolare /gestore del circolo privato o pubblico esercizio,,
255,La documentazione di previsione di impatto acustico è resa in forma di dichiarazione sostitutiva da parte del titolare/gestore se il pubblico esercizio o il circolo privato rientra in uno dei seguenti casi (le condizioni elencate in ciascun caso devono essere tutte rispettate).,,
256,"La documentazione consisterà nella dichiarazione sostitutiva resa ai sensi del dPR 445/2000, contenente tutti gli elementi che caratterizzano il caso.",,
257,Caso 1 a.,,
258,Apertura dopo le 6:00.,,
259,b.,,
260,Chiusura non oltre le 22:00.,,
261,c.,,
262,Non viene effettuato DJ Set.,,
263,d.,,
264,Non viene effettuata musica Live.,,
265,e.,,
266,Non vengono svolti intrattenimenti danzanti.,,
267,f.,,
268,Assenza di impianti di diffusione sonora in esterno.,,
269,Caso 2 a.,,
270,Strutturalmente NON connesso con edifici con destinazione d’uso residenziale,,
271,b.,,
272,Situato a più di 50 m da edifici ad uso residenziale,,
273,c.,,
274,Non viene effettuato DJ Set.,,
275,d.,,
276,Non viene effettuata musica Live.,,
277,e.,,
278,Non vengono svolti intrattenimenti danzanti.,,
279,f.,,
280,Assenza di impianti di diffusione sonora in esterno.,,
281,Caso 3 a.,,
282,Assenza di impianti di diffusione sonora con potenza complessiva superiore a 50 watt e assenza di subwoofer.,,
283,b.,,
284,Assenza di impianti di diffusione sonora in esterno.,,
285,c.,,
286,Non viene effettuato DJ Set.,,
287,d.,,
288,Non viene effettuata musica Live.,,
289,e.,,
290,Non vengono svolti intrattenimenti danzanti.,,
291,f.,,
292,"Assenza di impianti di trattamento dell’aria installati in ambiente esterno oppure presenza di un unico impianto di trattamento dell’aria installato in ambiente esterno, dotato di certificazione di emissione massima ad 1 metro di distanza non superiore a 50 dB(A).",,
293,g.,,
294,Assenza di plateatico esterno o presenza di plateatico esterno con capienza massima di 12 persone e fruibile non oltre le ore 24:00.,,
295,B),,
296,Documentazione redatta da tecnico competente in acustica ambientale,,
297,"Qualora il circolo privato o il pubblico esercizio non ricada nei casi di cui alla lettera A), la documentazione di previsione di impatto acustico viene redatta da tecnico competente in acustica ambientale e deve contenere almeno le informazioni riportate di seguito.",,
298,"Per facilitare la redazione della documentazione, sono anche indicate alcune ipotesi cautelative che il tecnico competente non è comunque vincolato a seguire.",,
299,"L’adozione di ipotesi diverse rispetto a tali ipotesi cautelative deve essere però motivata, documentata e richiede valutazioni di dettaglio da parte del tecnico estensore della documentazione. a.",,
300,"Orari di apertura al pubblico e numero massimo di avventori all’interno del pubblico esercizio o utenti del circolo privato, come previsto o autorizzato.",,
301,Sulla base di questo numero dovrà essere valutato per l’interno il livello massimo di emissione relativo al contributo antropico.,,
302,"Ipotesi cautelativa: Ai fini della valutazione, si ritiene cautelativa l’ipotesi di almeno il 50% degli avventori parlanti, ad un livello sonoro, per ciascun avventore, di 65 dB(A) ad 1 metro di distanza.",,
303,b.,,
304,"Eventuale concessione di aree di utilizzo esterne (plateatico o aree in uso all’aperto), orari di fruizione al pubblico o agli utenti e indicazione del numero massimo di avventori/utilizzatori per le suddette aree, come indicato nell’autorizzazione.",,
305,"Ipotesi cautelativa: Ai fini della valutazione, si ritengono cautelative le ipotesi di almeno il 50% degli avventori parlanti, ad un livello sonoro, per ciascun avventore, di 65 dB(A) ad 1 metro di distanza e attenuazioni, ad esempio dovute a tendoni, tensostrutture, materiali fonoassorbenti, non superiori a 3 dB(A).",,
306,c.,,
307,Eventuale concessione di aree di parcheggio di pertinenza e valutazione del loro impatto.,,
308,d.,,
309,"Individuazione degli impianti di diffusione sonora, sia in ambiente interno che in esterno, e descrizione della loro collocazione, dei tempi di funzionamento e delle caratteristiche di emissione sonora; in particolare dovrà essere indicata la presenza di subwoofer.",,
310,Dovranno essere indicate le impostazioni e le caratteristiche di settaggio degli impianti di diffusione sonora utilizzate nelle valutazioni.,,
311,Tali impostazioni e settaggi dovranno essere resi noti al gestore per un corretto utilizzo degli impianti,,
312,– 22 –,,
313,Bollettino Ufficiale,,
314,Serie Ordinaria n. 3 - Mercoledì 15 gennaio 2014 al fine di mantenere le caratteristiche di emissione entro i valori previsti nelle valutazioni.,,
315,Dovrà essere indicata la presenza di eventuali limitatori acustici sia per musica diffusa che per esibizioni di musica live.,,
316,"Nel caso di installazione di limitatore acustico ne dovrà essere indicato la tipologia, i dati di settaggio e i sistemi atti a prevenirne la manomissione.",,
317,"Nel caso di esibizione di musica live, dovrà essere fatta una previsione degli strumenti di cui si ipotizza l’utilizzo, una stima complessiva dell’emissione che comprenda i singoli elementi acustici e l’impianto di diffusione sonora comprensivo delle casse spia dei musicisti. e.",,
318,"Individuazione degli impianti tecnologici e delle apparecchiature rumorose (es. cappe di aspirazione, motori di condizionatori e frigoriferi) e descrizione della loro collocazione, dei tempi di funzionamento e delle caratteristiche di emissione sonora.",,
319,In particolare dovranno essere individuati e descritti gli impianti ubicati in ambiente esterno.,,
320,f.,,
321,Descrizione delle proprietà di fonoisolamento degli elementi strutturali dell’edificio attraverso i quali può avvenire la propagazione del suono verso gli ambienti abitativi.,,
322,"Nella descrizione delle proprietà di fonoisolamento dovranno essere valutate ed indicate le caratteristiche (dimensionali, costruttive, ecc.) di facciate, infissi (finestre, porte, vetrine), pareti, soffitti ed eventuali controsoffitti.",,
323,Le valutazioni dovranno prendere in considerazione eventuali condizioni di utilizzo dei serramenti che possono influire sulle loro proprietà di fonoisolamento (ad es. la situazione di finestre e/o porte aperte).,,
324,"Per la descrizione delle proprietà di fonoisolamento degli elementi strutturali dell’edificio ci si potrà avvalere anche di misure, che dovranno essere adeguatamente rappresentative delle caratteristiche del pubblico esercizio o circolo privato e dell’edificio.",,
325,g.,,
326,In caso di pubblico esercizio o circolo privato strutturalmente connesso con edifici a destinazione d’uso residenziale dovrà essere valutata la trasmissione attraverso la struttura.,,
327,In caso di utilizzo di sistemi di supporto e/o appoggio fonoisolanti o di dispositivi antivibranti per le casse acustiche e gli impianti tecnologici dovranno essere riportati i dati tecnici forniti dal produttore degli stessi e il programma di manutenzione/sostituzione e dovranno esserne valutate le proprietà di abbattimento.,,
328,Ipotesi cautelativa: La valutazione della trasmissione per via strutturale può essere omessa nel caso in cui le proprietà dei suddetti dispositivi garantiscano un abbattimento tale da renderla trascurabile.,,
329,h.,,
330,La documentazione dovrà contenere le valutazioni relative al rispetto dei limiti di rumore previsti dalla normativa.,,
331,"In queste valutazioni sarà considerato il contributo complessivo di tutte le sorgenti del pubblico esercizio o circolo privato (impianti di diffusione sonora e tecnologici, rumore antropico, plateatico, ecc.) che si prevedono attive contemporaneamente e ogni cammino di propagazione, ivi compreso quello per via strutturale qualora questo non risulti trascurabile.",,
332,Tutte le valutazioni o i risultati di eventuali misure dovranno essere riferiti ai ricettori più esposti e alle condizioni di massimo disturbo ipotizzabili.,,
333,i.,,
334,"Al fine di produrre stime cautelative, eventuali misure di rumore residuo, finalizzate alla valutazione del rispetto dei valori limite differenziali di immissione, dovranno essere effettuate in una situazione in cui tale rumore, all’interno dell’orario di apertura o attività, risulti minimo e con tempi di misura adeguati per la caratterizzazione della situazione acustica del sito.",,
335,"Tutte le eventuali misure eseguite nell’ambito della valutazione previsionale dovranno essere corredate da tutte le informazioni richieste dal DM 16/03/1998, e comprensive delle time history.",,
336,j.,,
337,"Misure tecniche ed organizzative previste per contenere l’inquinamento acustico derivante dalle diverse tipologie di sorgenti sonore connesse all’attività, comprese quelle antropiche.",,
