sentence number,sentence,value (0/1)
266,Bollettino Ufficiale,,
267,Serie Ordinaria n. 4 - Lunedì 21 gennaio 2013 BACINO LACUSTRE,,
268,N. CAMPIONAMENTI per ogni stagione,,
269,SPECIE ITTICHE DA CAMPIONARE (per ogni specie 5 soggetti in primavera e 5 in autunno ),,
270,NUMERO PESCI DA CAMPIONARE,,
271,Lago di Garda,,
272,"2 (alto, e basso lago)",,
273,120,,
274,Lago d’Iseo,,
275,2 (alto e basso lago),,
276,120,,
277,"Anguilla, agone, tinca, pesce persico, Lago d’idro 1 luccio, coregone Lago di Como 2 (alto e basso lago) Lago Maggiore 2 (alto e basso lago) TOTALE PESCI DA CAMPIONARE: 540 (per un totale di 108 campioni) Ticino 1 Adda 1 Oglio 1 Anguilla, tinca Mincio 1 Po 2 TOTALE PESCI DA CAMPIONARE: 120 (per un totale di 24 campioni) TOALE COMPLESSIVO : 660 pesci per 132 campioni",,
278,60 120 120 20 20 20 20 40,,
279,11.,,
280,"Ricerche: PCB non DL, diossine, PCB-DL, metalli pesanti, IPA 12.",,
281,Flusso informativo: l’IZS territorialmente competente effettuerà il trasferimento dei dati dei controlli effettuati nel Portale del sistema Informativo Veterinario del Ministero della Salute (SINVSA). __________________,,
282,PIANO DI MONITORAGGIO DELLA FAUNA ITTICA DELLA LOMBARDIA,,
283,"VERBALE N. ___________ DEL __ /__ /_____ ASL:____________________________________________________________________________________ Tipologia di campionamento Prelevatore (Nome e cognome): _______________________________________________________________________________________________ ASL di appartenenza: ________________________ Sito del Prelievo Corpo idrico: Lago □ Fiume □ Denominazione corpo idrico: ____________________________________________________________ Indirizzo del luogo di prelievo :___________________________________________________________________________________________________ Comune: ______________________________________________________________________________________________________________________ Localizzazione geografica del punto di prelievo (GPS – Formato decimale): Latitudine |__|__|,|__|__|__|__|__|__| Longitudine |__|__|,|__|__|__|__|__|__| Data prelievo ______________ □ Anguilla □ Agone □ Coregone □ Luccio □ Pesce Persico □ Tinca peso: gr…………… . lunghezza: cm ..…………. età: mesi …………..… Profondità del fondale nel punto di prelievo (in metri):_____________________________________________________________________________ Il campione viene trasportato presso I.Z.S. di _____________________________________________________________________________________ I PRELEVATORI _______________________________			_________________________________ Il campione viene consegnato in laboratorio in data ______________ alle ore ________________ ADDETTO AL RICEVIMENTO			 ADDETTO ALLA CONSEGNA _______________________________			_________________________________",,
