sentence number,sentence,value (0/1)
308,"Descrizione RIMOZIONE DI DISPOSITIVO IMPIANTATO DA RADIO E ULNA - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo RIMOZIONE DI DISPOSITIVO IMPIANTATO DA CARPO E METACARPO - Incluso: visita anestesiologica ed anestesia, esami preintervento, intervento, medicazioni, rimozioni punti, visita di controllo RIMOZIONE DI DISPOSITIVO IMPIANTATO DAL FEMORE - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo RIMOZIONE DI DISPOSITIVO IMPIANTATO DALLA ROTULA - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo RIMOZIONE DI DISPOSITIVO IMPIANTATO DA TIBIA E FIBULA - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo RIMOZIONE DI DISPOSITIVO IMPIANTATO DA TARSO E METATARSO - Incluso: visita anestesiologica ed anestesia, esami preintervento, intervento, medicazioni, rimozioni punti, visita di controllo RIMOZIONE DI DISPOSITIVO IMPIANTATO DA ALTRE OSSA - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ARTROSCOPIA, SEDE NON SPECIFICATA - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ALTRA FASCECTOMIA DELLA MANO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ASPORTAZIONE DI LESIONE DI ALTRI TESSUTI MOLLI - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo AMPUTAZIONE E DISARTICOLAZIONE DI DITA DELLA MANO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo AMPUTAZIONE E DISARTICOLAZIONE DEL POLLICE - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo AMPUTAZIONE DI DITA DEL PIEDE - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ASPORTAZIONE O DEMOLIZIONE DI TESSUTO DELLA MAMMELLA, SAI - Incluso: visita anestesiologica ed anestesia, esami preintervento, intervento, medicazioni, rimozioni punti, visita di controllo ASPORTAZIONE LOCALE DI LESIONE DELLA MAMMELLA - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ASPORTAZIONE RADICALE DI LESIONE DELLA CUTE - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo INNESTO CUTANEO LIBERO, SAI - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo INNESTO DI CUTE A TUTTO SPESSORE SULLA MANO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ALTRO INNESTO DI CUTE SULLA MANO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo INNESTO DI CUTE A TUTTO SPESSORE IN ALTRA SEDE - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo",,
309,2.342,,
310,"DRG a rischio inappropriatezza (Patto per la Salute 2010-2012) 537, 538 Allegato B",,
311,1.423,,
312,"537, 538",,
313,2.086,,
314,230,,
315,2.324,,
316,"537, 538",,
317,Allegato B,,
318,2.316,,
319,"537, 538",,
320,Allegato B,,
321,1.436,,
322,"537, 538",,
323,Allegato B,,
324,2.316,,
325,"537, 538",,
326,Allegato B,,
327,1.361,,
328,232,,
329,Allegato A,,
330,1.228,,
331,"228, 229",,
332,Allegato B,,
333,1.524,,
334,"226, 227",,
335,Allegato B,,
336,1.234,,
337,229,,
338,Allegato A,,
339,1.236,,
340,229,,
341,Allegato A,,
342,1.995,,
343,225,,
344,Allegato A,,
345,941,,
346,262,,
347,Allegato B,,
348,904,,
349,262,,
350,Allegato B,,
351,1.242,,
352,"226, 227",,
353,Allegato B,,
354,1.473,,
355,263-266,,
356,Allegato B,,
357,1.463,,
358,"228, 229, 263-266 228, 229, 263-266 263-266",,
359,Allegato B,,
360,DRG di provenienza,,
361,Tariffa,,
362,1.519 1.396,,
363,Allegato B,,
364,Allegato B Allegato B,,
365,–8–,,
366,Bollettino Ufficiale,,
367,Serie Ordinaria n. 2 - Giovedì 10 gennaio 2013,,
368,Branca,,
369,Nota Codice,,
370,CH PL,,
371,IHca,,
372,86.66,,
373,CH PL,,
374,IHca,,
375,86.67,,
376,CH PL,,
377,IHca,,
378,86.69,,
379,CH PL,,
380,IHca,,
381,86.71,,
382,CH PL,,
383,IHca,,
384,86.72,,
385,CH PL,,
386,IHca,,
387,86.73,,
388,CH PL,,
389,IHca,,
390,86.74,,
391,CH PL,,
392,IHca,,
393,86.75,,
394,CH PL,,
395,IHca,,
396,86.84,,
397,CH PL,,
398,IHca,,
399,86.89,,
400,NEFR,,
401,IHca,,
402,98.51,,
403,NEFR,,
404,IHca,,
405,98.52,,
406,NEFR,,
407,IHca,,
408,98.59,,
409,Descrizione,,
410,1.889,,
411,DRG a rischio inappropriatezza (Patto per la Salute 2010-2012) 263-266 Allegato B,,
412,1.703,,
413,263-266,,
414,Allegato B,,
415,1.425,,
416,263-266,,
417,Allegato B,,
418,1.438,,
419,263-266,,
420,Allegato B,,
421,1.223,,
422,263-266,,
423,Allegato B,,
424,1.332,,
425,Allegato B,,
426,1.225,,
427,"228, 229, 263-266 263-266",,
428,"1376,0318181818",,
429,263-266,,
430,Allegato B,,
431,"1747,6637168142",,
432,268,,
433,Allegato B,,
434,"1731,285483871",,
435,268,,
436,Allegato B,,
437,157,,
438,323,,
439,Allegato A,,
440,472,,
441,208,,
442,Allegato A,,
443,472,,
444,"208, 323",,
445,Allegato A,,
446,DRG di provenienza,,
447,Tariffa,,
448,"OMOINNESTO SULLA CUTE - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo INNESTO DI DERMA RIGENERATIVO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ALTRO INNESTO DI CUTE SU ALTRE SEDI - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ALLESTIMENTO E PREPARAZIONE DI INNESTI PEDUNCOLATI O A LEMBO - Incluso: visita anestesiologica ed anestesia, esami preintervento, intervento, medicazioni, rimozioni punti, visita di controllo AVANZAMENTO DI LEMBO PEDUNCOLATO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo TRASFERIMENTO DI INNESTO PEDUNCOLATO O A LEMBO SULLA MANO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI - Incluso: visita anestesiologica ed anestesia, esami preintervento, intervento, medicazioni, rimozioni punti, visita di controllo REVISIONE DI INNESTO PEDUNCOLATO O A LEMBO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo CORREZIONE DI CICATRICE O BRIGLIA RETRATTILE DELLA CUTE - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo ALTRA RIPARAZIONE O RICOSTRUZIONE DI CUTE E TESSUTO SOTTOCUTANEO - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo LITOTRIPSIA EXTRACORPOREA DEL RENE, URETERE E/O VESCICA - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo LITOTRIPSIA EXTRACORPOREA DELLA COLECISTI E/O DOTTO BILIARI - Incluso: visita anestesiologica ed anestesia, esami preintervento, intervento, medicazioni, rimozioni punti, visita di controllo LITOTRIPSIA EXTRACORPOREA DI ALTRE SEDI - Incluso: visita anestesiologica ed anestesia, esami pre-intervento, intervento, medicazioni, rimozioni punti, visita di controllo",,
449,——— • ———,,
450,Allegato B,,
451,Bollettino Ufficiale,,
452,–9– Serie Ordinaria n. 2 - Giovedì 10 gennaio 2013 ALLEGATO B Procedure mono-operatore,,
453,"In ottemperanza a quanto disposto dalla DGR n. IX/4334 del 26 ottobre 2012 in tema di accreditamento, si approva l’elenco positivo illustrato di seguito, relativo a procedure interventistiche che possono essere effettuate da un unico operatore medico chirurgo anche in regime di ricovero ordinario.",,
454,"Il citato elenco, sintesi degli approfondimenti in materia condotti dal gruppo di lavoro identificato con ddg n. 4304 del 13 maggio 2011 “Costituzione del gruppo di lavoro regionale per l’accreditamento, l’appropriatezza e il controllo delle prestazioni sanitarie di ricovero ed ambulatoriali”, è riferito a: − procedure di regola eseguite in ambiti a minore intensità assistenziale (chirurgia ambulatoriale – BIC - o ricovero diurno), rintracciabili però anche nel corso di ricoveri tramutati in ordinario per sopraggiunte necessità cliniche di prolungamento della degenza; − procedure di microchirurgia eseguite in regime di ricovero ordinario, in cui le dimensioni del campo operatorio non favoriscono la partecipazione di un secondo operatore.",,
455,Si precisa però che la suddetta disposizione è applicabile solo a prestazioni non urgenti e prevedendo la presenza nella struttura di ricovero di un secondo chirurgo prontamente reperibile.,,
456,"Con il termine “prontamente reperibile” si intende che l’operatore sia presente nella struttura, allertato e dedicato a mansioni che possono essere interrotte in qualsiasi momento.",,
457,"Si ritiene altresì che il concetto di “pronta reperibilità” sia applicabile anche all’operatore medico anestesista, in caso di effettuazione di anestesia locale (ma non loco-regionale).",,
458,"Il descritto elenco positivo verrà aggiornato periodicamente dalla Direzione Generale Sanità, la quale può avvalersi della collaborazione del citato Gruppo di Lavoro permanente, predisponendo quindi la pubblicazione periodica degli aggiornamenti tramite i relativi verbali di riunione, da pubblicare on line sullo spazio Interpello, con valenza di norma.",,
459,"Elenco positivo provvisorio degli interventi chirurgici mono-operatore ai quali è applicabile il requisito organizzativo “La dotazione di personale medico e infermieristico deve essere rapportata al volume delle attività e alla tipologia delle patologie trattate e, comunque, deve essere garantita la presenza di almeno un chirurgo, e di un infermiere professionale” Interventi sistema nervoso Suture di nervi cranici e periferici Rimozione di neurostimolatore spinale Evacuazione di ematomi sottodurali cronici Derivazioni liquorali extratecali Interventi di chirurgia generale Inserzione di drenaggio intercostale Drenaggi percutanei ecoguidati Drenaggio di ascesso gluteo, perianale o pilonidale Asportazione di cisti senopilonidale Asportazione di unghia incarnita Asportazione di condilomi multipli Varicectomie Neoformazioni mammarie superficiale e non estese (es. fibroadenomi, cisti) Riparazione di ernia ombelicale Altra ernioraffia ombelicale Fistulotomia anale Fistulectomia anale Sfinterotomia Interventi sistema urinario Diagnostica e chirurgia per via endoscopica su vescica, uretere, rene Trattamento percutaneo cisti renali Nefrostomia percutanea Cistostomia sovrapubica Rimozione di tubo da ureterostomia e di catetere ureterale Interventi app. genitale maschile Circoncisione Frenuloplastica Meatoplastica",,
460,"– 10 – Serie Ordinaria n. 2 - Giovedì 10 gennaio 2013 Interventi app. genitale maschile Detorsione e fissazione del testicolo Asportazione cisti epididimarie Idrocelectomia Biopsia prostatica (mapping) Interventi ginecologici Isteroscopia operativa Conizzazione della portio Dilatazione e curettage uterino per raschiamento Svuotamento uterino per aborto spontaneo e/o IVG Marsupializzazione di cisti e ascessi della ghiandola di Bartolino Interventi di otorinolaringoiatria Settoturbinoplastica Tonsillectomia Adenoidectomia Incisione e drenaggio di ascesso tonsillare Riduzione di fratture del naso Microlaringoscopia e biopsia del laringe Plastica varici settali Settoturbinoplastica Polipectomia naso-sinusale Microlaringoscopia Uvuloplastica-uvulopalatoplastica Miringotomia e posizionamento drenaggio Interventi sistema muscoloscheletrico Ernie del disco lombari Vertebroplastiche Rimozione mezzi di sintesi di caviglia, avambraccio, mano e piede Rimozione di dispositivi impiantati da scapola, clavicola e torace PIEDI: Neuroma di Morton Dita laterali a griffe Onicocriptosi Cisti dorso piede Amputazioni dita MANO: Dita a scatto M. di De Quervain Tunnel Carpale TESSUTI MOLLI: Lesione tendine di Achille Borsiti Cisti superficiali Epicondilite ecc. FRATTURE: Frattura pertrocanterica semplice Frattura malleolo tibiale Rimozione di mezzi di sintesi ARTROSCOPIE: Interventi ginocchio sulla sinoviale e sulla cartilagine Interventi sui menischi Interventi sulle spalle (ad eccezione delle lesioni gravi del muscolo sottoscapolare)",,
461,Bollettino Ufficiale,,
462,Bollettino Ufficiale,,
463,– 11 – Serie Ordinaria n. 2 - Giovedì 10 gennaio 2013,,
464,"Interventi su cute e annessi Asportazione radicale di lesioni della cute Cisti trocleari, cisti mucoidi, cisti tendinee Interventi di dermatochirurgia che non comportino l’allestimento di lembi Ulcere e piccole ustioni che richiedono innesti di dimensioni limitate Criteri generali Biopsie per vie percutanea o endoscopica Interventi per via percutanea Interventi sull’occhio Cataratta (facoemulsificazione + IOL o estrazione extracapsulare + IOL) Inserimento secondario IOL in camera anteriore, altri interventi sulla camera anteriore Interventi di posizionamento shunt o ciclofotocoagulazione corpi ciliari per glaucoma Interventi di trabeculectomia ab externo per glaucoma Trapianto di cornea (cheratoplastica) Asportazione pterigio Interventi di scambio olio silicone/per fluoro/BSS Interventi di chirurgia palpebrale Interventi sistema cardiovascolare Interventi di emodinamica Legatura e stripping di vene varicose",,
465,Si ritiene infine che il citato elenco di procedure mono-operatore sia estendibile a qualunque procedura ricompresa nell’elenco delle prestazione da afferirsi al regime di chirurgia ambulatoriale (BIC) nelle condizioni previste dalla normativa vigente.,,
466,"Equipe miste Si ricorda infine, come già disposto in precedenza tramite pubblicazione sullo spazio Interpello del verbale di riunione del 27 aprile 2011 (rif.",,
467,"Punto 4) del Gruppo di Lavoro Accreditamento, Appropriatezza e Controllo, che è possibile riconoscere le equipe miste in sala operatoria ai fini dell’assolvimento dei requisiti minimi di dotazione di personale, anche nel caso in cui uno degli operatori presenti sia in possesso di titoli specialistici per cui la struttura di ricovero non risulta accreditata (es. intervento di mastectomia eseguito in paziente oncologica dal chirurgo generale col supporto del chirurgo plastico, in struttura non accreditata per la chirurgia plastica): non è necessario quindi che lo specialista in questione sia aggiuntivo rispetto ai due chirurghi richiesti, purché non sia però l’unico.",,
468,"In tali situazioni, come già chiarito in passato, il discrimine deve essere individuato in funzione della tipologia di intervento da eseguire ed è quindi necessario che a tal fine si instaurino accordi preliminari tra le Asl e gli erogatori, che garantiscano che la tipologia di intervento sia volta ad erogare una prestazione per cui la specifica struttura di ricovero è accreditata.",,
469,"In considerazione del fatto che le equipe miste sono legate al singolo assetto accreditato della singola struttura, non si ritiene infatti applicabile il metodo degli elenchi positivi utilizzato per le procedure mono-operatore, e si suggerisce quindi che in questo caso sia ricercata una risposta più efficace nella collaborazione tra la struttura di ricovero e la Asl di appartenenza.",,
