sentence number,sentence,value (0/1)
204,1000(1) 3500 700 1400(2) 5600,,
205,NOTE: 1) 2),,
206,Tabella E1,,
207,"per gli stabilimenti collocati in aree di Classe 6 ai sensi dei piani di zonizzazione acustica si applica il costo forfettario di 500 euro; disposizioni in merito alle aree dichiarate ad elevata concentrazione di stabilimenti, ai sensi della disciplina in materia di rischi da incidenti rilevante, saranno stabilite con apposito decreto Ministeriale ai sensi dell’art.13 del D.Lgs 334/99 e s.m.i; fino all’emanazione di tale provvedimento e a successiva comunicazione da parte di Regione Lombardia, la componente ‘sicurezza sul Territorio’ non è da applicarsi.",,
208,Ulteriore componente ambientale da consi-derare,,
209,Impianti tipicamente interessati,,
210,"Tutti gli impianti soggetti ad autorizzazione integrata ambientale ad eccezione di quelli che svolgono esclusivamente le attività 2.6 (trattamento superficiale di metalli e materie plastiche) e 6.7 (trattamento superficiale con solventi) Tutela quantitativa delle risorsa idrica Acciaierie integrate di prima fusione della ghisa o dell’acciaio, cementifici, industrie della carta Raffinerie di petrolio greggio, cokerie, impianti di arrostimento o sinterizzazione di materiali metallici, impianti chimici, impianti di gestione del rifiuto, concerie, industria alimentare, Odori allevamenti, macelli, impianti per l’eliminazione o il recupero di carcasse, impianti per il trattamento superficiale con solventi e tutte le attività soggette all’art.275 D.Lgs 152/06, Impianti collocati in un sito che, all’atto della presentazione della domanda, è dichiarato di Ripristino ambiente interesse nazionale ai sensi della normativa vigente in materia di bonifiche Impianti collocati in aree che, all’atto della presentazione della domanda, sono dichiarate ad Sicurezza sul territorio elevata concentrazione di stabilimenti, ai sensi della disciplina in materia di rischi di incedente rilevante (2) Tabella E2 Clima acustico",,
211,6),,
212,Riduzione del costo istruttorio per analisi delle procedure di gestione degli impianti e per la definizione delle misure relative a condizioni diverse da quelle di normale esercizio dell’impianto determinate dalla presenza di un sistema di gestione ambientale: CSGA,,
213,"Per gli impianti IPPC certificati ISO 14001 o registrati secondo il Regolamento EMAS e/o dotati di un sistema di gestione energetica certificato secondo la norma EN 16001, i costi istruttori sono ridotti delle percentuali riportate nella seguente tabella F, in funzione del valore della tariffa TF .",,
214,Tipo di certificazione ISO 14001 EMAS EN 16001 ISO 14001 + EN 16001 EMAS + EN 16001,,
215,Se TF ≥ 5000 20 % 30 % 5% 25 % 35 % Tabella F,,
216,Se TF < 5000 1000 2000 200 1000 2000,,
217,Bollettino Ufficiale,,
218,– 61 – Serie Ordinaria n. 2 - Venerdì 11 gennaio 2013,,
219,Ai fini dell’applicazione dello sconto previsto per l’adozione dei sopra riportati Sistemi di Gestione certificati è necessario che gli stessi siano stati adottati al momento del rilascio del Decreto AIA e non successivamente.,,
220,7),,
221,Riduzione del costo istruttorio per acquisizione e gestione della domanda determinate da particolari forme di presentazione della domanda: CDOM,,
222,"I costi istruttori per acquisizione e gestione della domanda, di cui al punto 6. dell’allegato I al d.m.",,
223,"24 aprile 2008, sono ridotti delle quantità (CDOM) riportate nella tabella G1.",,
224,Domanda presentata Tipo impianto Secondo le specifiche fornite dall’Autorità Competente* ed in formato elettronico,,
225,"imprese con attività ricadenti nel d.lgs 334/99 e 238/05 Impianti di cui all’Allegato VIII alla Parte Seconda del 152/06 s.m.i. , ad esclusione degli impianti di cui al punto 6.6 “Impianti per l’allevamento intensivo di pollami e di suini”",,
226,1000,,
227,Grandi e medie imprese,,
228,Piccole e micro imprese,,
229,500,,
230,"Tabella G1 NB: il Gestore nell’ambito della istanza o comunicazione deve indicare se l’impresa è classificabile come “Piccola”,“Media” o “Grande” impresa * Indicazioni contenute nelle delibere adottate da Regione Lombardia: d.G.R. 5 agosto 2005 n.18623 ‘approvazione della modulistica e del calendario […]’ per le istruttorie di impianti esistenti; d.G.R. 30 dicembre 2008 n.8831 ‘determinazioni in merito all’esercizio uniforme e coordinato delle funzioni trasferite alle Province in materia di Autorizzazione integrata Ambientale (art.8 c.2, LR n.24/2006)’ per le istruttorie di impianti esistenti e soggetti a modifica sostanziale; d.G.R. 2 febbraio 2012 n.2970 ‘determinazioni in merito alle procedure e modalità di rinnovo e dei criteri per la caratterizzazione delle modifiche per l’esercizio uniforme e coordinato dell’ Autorizzazione integrata Ambientale (AIA): per le istruttorie di impianti esistenti soggetti a rinnovo. o eventuali ulteriori indicazioni fornite dall’Amministrazione Provinciale, autorità competente in materia di AIA ai sensi della LR n.24/2006.",,
231,8),,
232,Definizione del Coefficiente Moltiplicatore di categoria,,
233,"Al fine del calcolo della Tariffa Finale TF di cui al punto D1 (‘CALCOLO DELLA TARIFFA), si applica il coefficiente di categoria K1, il cui valore è specificato nella successiva Tabella H: Tabella dei coefficienti moltiplicativi Fattore moltiplicativo",,
234,Attività IPPC K1 coefficiente di categoria IPPC Produzione di acciaio e ghisa (punto 2.2 dell’Allegato VIII alla Parte Seconda del 152/06 s.m.i.),,
235,1,,
236,Impianti di combustione con potenza termica di combustione superiore a 50 MW ed inferiore a 300 MW (punto 1.1 dell’Allegato VIII alla Parte Seconda del 152/06 s.m.i.),,
237,Attività di discarica (punto 5.4 dell’Allegato VIII alla Parte Seconda del 152/06 s.m.i.),,
238,"1,4",,
239,Attività di incenerimento di rifiuti (punto 5.2 dell’Allegato VIII alla Parte Seconda del 152/06 s.m.i.),,
240,0.7,,
241,Tutte le restanti attività dell’Allegato VIII alla Parte Seconda del 152/06 s.m.i.),,
242,"Tabella H In presenza di più attività IPPC nello stabilimento, si assume il coefficiente K1 riferito all’attività IPPC principale secondo quanto indicato nella modulistica on-line.",,
243,– 62 –,,
244,Bollettino Ufficiale,,
245,Serie Ordinaria n. 2 - Venerdì 11 gennaio 2013 C.,,
246,"DETERMINAZIONE DELLE TARIFFE PER LE ISTRUTTORIE CONNESSE A RINNOVO DI AUTORIZZAZIONE INTEGRATA AMBIENTALE (RIF.: DM 24.04.2008, ALLEGATO II)",,
247,La tariffa istruttoria relativa al rinnovo (TR) di un’Autorizzazione Integrata Ambientale è calcolata secondo i seguenti passaggi:,,
248,T = T *K,,
249,1.	 Calcolo T							 I 1 dove: •,,
250,TI = CD– CDOM + CARIA + CH2O + CRP + CRNP + (CCA + CRI + COD + CST +CRA),,
251,•,,
252,K1: coefficiente moltiplicativo da determinare secondo le modalità riportate al punto 8 del paragrafo D.2 Calcolo della Tariffa.,,
253,2.,,
254,"Eventuale applicazione sconto per certificazioni ambientali: In caso di adozione da parte del Gestore dell’impianto, di certificazioni ambientali, alla Tariffa così calcolata si applicherà un ulteriore sconto (CSGA) secondo le modalità specificate al punto 6 del presente paragrafo.",,
255,3.,,
256,Calcolo TR con l’applicazione di un ulteriore sconto del 50% alla tariffa determinata secondo i punti precedenti.,,
257,"Rinnovo con modifica non sostanziale Se l’istanza di modifica non sostanziale è presentata nell’ambito della domanda di rinnovo, sarà valutata nell’ambito di tale procedimento (con le relative tempistiche) e si applicherà solo la tariffa TR di cui sopra.",,
258,Rinnovo con modifica sostanziale a) Qualora l’iter del rinnovo sia contestuale ad una istanza di modifica ‘sostanziale’ si applica la tariffa massima tra TR e TM calcolati secondo i criteri sopra definiti. b),,
259,"Qualora l’iter del rinnovo sia concorrente ad una istanza di modifica ‘sostanziale’ si applica la tariffa corrispondente alla prima istanza presentata, salvo la possibilità da parte dell’Autorità Competente di richiedere conguaglio secondo le logiche di cui al punto a).",,
260,D.,,
261,"DETERMINAZIONE DELLA TARIFFA PER LE ISTRUTTORIE IN CASO DI MODIFICHE NON SOSTANZIALI (RIF.: DM 24.04.2008, ALLEGATO III)",,
262,"In relazione a quanto riportato all’art.29-nonies del D.Lgs 152/06 e s.m.i. e richiamata dgr 2 febbraio 2012 n.2970 ‘determinazioni in merito alle procedure e modalità di rinnovo e dei criteri per la caratterizzazione delle modifiche per l’esercizio uniforme e coordinato dell’autorizzazione integrata ambientale (AIA)’ ed in particolare all’All.G ‘Criteri per l’individuazione delle modifiche sostanziali ai sensi del D.Lgs 59/05’, si individuano le seguenti tipologie di modifiche non sostanziali: a.	 modifiche che comportano l’aggiornamento dell’autorizzazione; b.	 modifiche che non comportano l’aggiornamento dell’autorizzazione (oggetto di sola comunicazione).",,
263,"Per le modifiche che comportano l’aggiornamento dell’atto, la tariffa è calcolata nel seguente modo: Attività",,
264,Tariffa,,
265,Tipologia impianto,,
266,Impianti dell’allegato VIII alla Parte 2^ del D.Lgs.,,
267,152/06 e s.m.i. ad esclusione degli impianti di cui al punto 6.6 “Impianti per l’allevamento intensivo di pollami e di suini”,,
268,350,,
269,Grandi e medie imprese,,
270,"200 Piccole imprese Tabella I1 NB: il Gestore nell’ambito della istanza o comunicazione deve indicare se l’impresa è classificabile come “Piccola”,“Media” o “Grande” impresa",,
271,"La tariffa si applica alla singola modifica, facendo riferimento alle tipologie elencate nell’Allegato G ‘Criteri per l’individuazione delle modifiche sostanziali AIA ai sensi del D.Lgs 152/06 e smi’ alla dgr 2 febbraio 2012 n.2970.",,
272,"Qualora più modifiche vengano comunicate nell’ambito della medesima istanza, la tariffa non potrà comunque superare i seguenti importi: 1000 euro per imprese medie e grandi; 750 euro per imprese piccole; Le modifiche che NON comportano l’aggiornamento dell’atto , oggetto di sola comunicazione, non sono soggette a tariffa.",,
273,E.,,
274,"TARIFFA RELATIVA ALLE ATTIVITÀ DA CONDURRE COMUNQUE IN OGNI CONTROLLO (RIF.: DM 24.04.2008, ALLEGATO IV)",,
275,"La tariffa relativa al singolo controllo, come indicato dall’articolo 3, comma 3, del d.m.",,
276,24 aprile 2008 (di seguito TCON) è determinata sommando due diversi fattori: la tariffa ‘fissa’ (di seguito TC) dovuta alle attività da condurre in ogni controllo (art.,,
277,"3, comma 1) e la tariffa per la esecuzione di prelievi ed analisi (di seguito TA), determinata sulla base del numero di prelievi ed analisi eseguite nell’ambito del controllo (art.3, comma 2).",,
278,Bollettino Ufficiale,,
279,– 63 – Serie Ordinaria n. 2 - Venerdì 11 gennaio 2013,,
280,"Pertanto: TCON = TC + TA Considerato che la complessità dell’attività ispettiva può ragionevolmente ritenersi proporzionale alla complessità dell’istruttoria tecnica per il rilascio dell’autorizzazione, ma ritenuto altresì opportuno uniformare le tariffe e semplificare la procedura di calcolo, ai fini della determinazione della tariffa relativa alle attività da condurre in ogni controllo (tariffa ‘fissa’, TC), richiamata la formula di cui all’Allegato IV al d.m.",,
281,"24 aprile 2008 e di seguito riportata, TC * = { [CARIA + CH2O + CRP + CRNP + (CCA + CRI + COD + CST + CRA)*] x 0,10} + 100 € *Per l’identificazione dei coefficienti, si faccia riferimento a quanto riportato al precedente punto D - Determinazione della tariffa per le istruttorie connesse a rilascio e aggiornamento per modifica sostanziale di autorizzazione integrata ambientale. si utilizza il seguente criterio: a) per tutte le attività di cui all’allegato VIII alla Parte 2^ del D.Lgs.",,
282,"152/06 e s.m.i., ad eccezione di quelli di cui al punto 6.6, si individuano, in funzione della complessità del controllo, ossia, sulla base del valore calcolato secondo al formula sopra riportata, le seguenti categorie impiantistiche: • •",,
283,"impianti la cui TC, calcolata con la formula di cui sopra, assume un valore inferiore a 5.000 euro; impianti la cui TC, calcolata con la formula di cui sopra, assume un valore superiore a 5.000 euro;",,
284,"b) ad ognuna di queste categorie viene associata la tariffa forfetaria (vedi tabella L seguente), al netto dell’IVA, pari rispettivamente a: • •",,
285,"2500 euro, per impianti la cui TC, calcolata con la formula di cui sopra, assume un valore inferiore a 5.000 euro; 4200 euro, per impianti la cui TC, calcolata con la formula di cui sopra, assume un valore superiore a 5.000 euro;",,
286,Tipologia impianto,,
287,Tariffa IVA esclusa (Euro),,
288,Impianti di cui all’allegato VIII alla Parte 2^ del D.Lgs.,,
289,"152/06 e s.m.i.ad eccezione di quelli di cui al punto 6.6, la cui Tc calcolata assume un valore inferiore a 5.000 euro;",,
290,2500,,
291,Impianti di cui all’allegato VIII alla Parte 2^ del D.Lgs.,,
292,"152/06 e s.m.i ad eccezione di quelli di cui al punto 6.6 la cui Tc, calcolata assume un pari o superiore a 5.000 euro; Tabella L",,
293,4200,,
294,"La tariffa fissa comprende il rimborso spese per le attività di controllo, nonché per l’attività di report di conformità che viene effettuata a seguito delle ispezioni ordinarie.",,
295,"Nello specifico costituiscono oggetto delle attività di controllo programmate da eseguire in ogni controllo (v. art.3, c. 1, del d.m.",,
296,"24 aprile 2008): a) sopralluoghi; b) verifica del corretto posizionamento, funzionamento, taratura, manutenzione degli strumenti, c) verifica delle qualifiche dei soggetti incaricati di effettuare le misure previste nel piano di monitoraggio; d) verifica della regolare trasmissione dei dati; e) verifica della rispondenza delle misure ai contenuti dell’autorizzazione (misure di autocontrollo e ottemperanza alle prescrizioni); Sulla Tariffa TC si applicano le seguenti riduzioni: ISO 14001 20 % EMAS 30 % Allacciamento alla Rete SME* 30 % Allacciamento alla Rete SME + ISO 14001 50 % Allacciamento alla Rete SME + EMAS 60 % * Si intendono gli impianti che abbiano presentato un progetto di allacciamento alla Rete SME secondo quanto previsto dal dduo 12834 del 27/12/2011 ed abbiamo ricevuto approvazione da parte di ARPA Lombardia",,
297,F.,,
298,"TARIFFA RELATIVA AI CONTROLLI DERIVANTI DALLA EVENTUALE PROGRAMMAZIONE DI PRELIEVI ED ANALISI (RIF.: DM 24.04.2008, ALLEGATO V)",,
299,"Per la determinazione della tariffa relativa ai controlli derivanti dalla eventuale programmazione di prelievi ed analisi, si faccia riferimento all’Allegato V al d.m.",,
300,"24 aprile 2008, tenendo conto delle seguenti ulteriori condizioni: la tariffa relativa all’analisi viene conteggiata per l’effettivo numero di campionamenti e di analisi eseguiti per la determinazione di ogni singolo parametro; dove non espressamente indicato, la tariffa indicata è comprensiva sia del campionamento che dell’attività analitica; le matrici e gli inquinanti oggetti del controllo ordinario devono essere inclusi nel Piano di Monitoraggio, parte integrante dell’AIA; a tal proposito di specifica che le analisi sulle acque piezometriche sono oggetto di tariffazione solo nel caso in cui il monitoraggio di tali acque sia inserito nel PMC (ad es nel caso delle discariche); sono escluse dall’applicazione del presente tariffario le analisi condotte sulle acque piezometriche nell’ambito dei procedimenti di bonifica; le tariffe indicate nelle tabelle cui all’Allegato V al d.m.",,
301,"24 aprile 2008 sono da intendersi comprensive di IVA; il calcolo della tariffa complessiva, dovuta alle analisi (TA), discende dalla somma delle singole analisi effettuate, applicando i costi individuati all’Allegato V al d.m.",,
302,"24 aprile 2008; in ogni caso tale tariffa TA, comprensiva di tutte le matrici oggetto di analisi, non dovrà superare i valori riportati nella seguente tabella M, richiamati i criteri per l’individuazione della tariffa Fissa (vedi tabella L):",,
303,– 64 –,,
304,Bollettino Ufficiale,,
305,Serie Ordinaria n. 2 - Venerdì 11 gennaio 2013,,
306,Tipologia impianto Impianti di cui all’allegato VIII alla Parte 2^ del D.Lgs.,,
307,"152/06 e s.m.i.ad eccezione di quelli di cui al punto 6.6, la cui Tc calcolata assume un valore inferiore a 5.000 euro;",,
308,TA max 3000,,
309,Impianti di cui all’allegato VIII alla Parte 2^ del D.Lgs.,,
310,"152/06 e s.m.i.ad eccezione di quelli di cui al punto 6.6,, la cui Tc calcolata assume un superiore a 5.000 euro;",,
311,5000,,
312,Impianti con obbligo di SME* e/o campionamento Diossine (a prescindere dalla complessità),,
313,5000,,
314,"Tabella M *per la verifica dello SME si definisce una tariffa forfettaria di 1000 euro per parametro; in ogni caso, per tali impianti soggetti a SME, la tariffa complessiva relativa a prelievi ed analisi (TA) non potrà superare il totale di 5.000 euro, a prescindere dal numero di parametri analizzati",,
315,PARTE 3 – DETERMINAZIONE DELLE TARIFFE PER LE ISTRUTTORIE E I CONTROLLI DEL COMPARTO ZOOTECNICO (ATTIVITA’ 6.6),,
316,A.,,
317,"CALCOLO DELLA TARIFFA CONNESSA A RILASCIO E MODIFICA SOSTANZIALE DELL’AUTORIZZAZIONE INTEGRATA AMBIENTALE (RIF.: DM 24.04.2008, ALLEGATO I)",,
318,"La Tariffa Finale relativa al rilascio dell’Autorizzazione Integrata Ambientale per nuovi impianti e modifiche sostanziali per le attività di cui al punto 6.6 dell’All.VIII alla Parte Seconda del d.lgs 152/06 e smi, è determinata utilizzando la seguente formula:",,
319,TF = TI *K1 dove:,,
320,•,,
321,TI = CD – CDOM + CARIA + CH2O + CRP + CRNP + (CCA + CRI + COD + CST +CRA) secondo i coefficienti individuati nella tabella A1 del presente paragrafo,,
322,•,,
323,K1: coefficiente moltiplicativo da determinare secondo le modalità riportate tabella A2 del presente paragrafo n° Scrofe 750900 n° Suini oltre i 30 kg 2.0004.000 n° Avicoli 40.000 – 85.000,,
324,n° Scrofe 9011.800 n° Suini oltre i 30 kg 4.001-8.000 n° Avicoli 85.000170.000,,
325,n° Scrofe >1.800 n° Suini oltre i 30 kg > 8.000 n° Avicoli > 170.000,,
326,Attività ‘complessa’ (1),,
327,Costo istruttorio per la domanda - CD,,
328,500,,
329,800,,
330,1500,,
331,1500,,
332,Costo istruttorio per verifica emissioni in atmosfera - CARIA,,
333,200,,
334,200,,
335,200,,
336,200,,
337,Costo istruttorio per verifica emissioni in acqua - CH20,,
338,100,,
339,100,,
340,100,,
341,100,,
342,Costo istruttorio per verifica rifiuti pericolosi - CRP,,
343,500,,
344,500,,
345,500,,
346,500,,
347,Costo istruttorio per verifica rifiuti non pericolosi - CRNP,,
348,0,,
349,0,,
350,0,,
351,0,,
352,Costo istruttorio per verifica clima acustico - CCA,,
353,500,,
354,500,,
355,500,,
356,500,,
357,Costo istruttorio per verifica odori - COD,,
358,500,,
359,500,,
360,500,,
361,500,,
362,Costo istruttorio per tutela quantitativa della risorsa idrica - CRI,,
363,0,,
364,0,,
365,0,,
366,0,,
367,Costo istruttorio per sicurezza del territorio - CST,,
368,0,,
369,0,,
370,0,,
371,0,,
372,Costo istruttorio per ripristino ambientale - CRA,,
373,0,,
374,0,,
375,0,,
376,0,,
377,Riduzione costo istruttorio per domanda presentata secondo le specifiche dell’AC - CDOM,,
378,1000,,
379,1000,,
380,1000,,
381,1000,,
382,Riduzione costo istruttorio per domanda informatizzata (ricevibile) - CDOM,,
383,500,,
384,500,,
385,500,,
386,500,,
387,Tabella A1 – coefficienti per calcolo tariffa istruttoria,,
388,Bollettino Ufficiale,,
389,– 65 – Serie Ordinaria n. 2 - Venerdì 11 gennaio 2013,,
390,NOTE: 1),,
391,"Per ‘attività complessa’ si intende un’attività zootecnica (allevamento) con almeno una delle seguenti attività connesse: allevamento della stessa specie con n. di capi che superano le soglia AIA; allevamenti di specie diversa con n. di capi soggetti a comunicazione direttiva nitrati (rif dgr 2208 del 14 settembre 2001) caseificio, macello, produzione energia elettrica (escluso fotovoltaico), impianti abbattimento, depuratori, mangimificio e altri rilevanti",,
392,Riduzione del costo istruttorio per attività (coefficiente di categoria k1) – K1,,
393,n° Scrofe 750-900 n° Suini oltre i 30 kg 2.000-4.000 n° Avicoli 40.000 – 85.000,,
394,n° Scrofe 9011.800 n° Suini oltre i 30 kg 4.001-8.000 n° Avicoli 85.000170.000,,
395,n° Scrofe >1.800 n° Suini oltre i 30 kg > 8.000 n° Avicoli > 170.000,,
396,Attività ‘complessa’ (1),,
397,Sconto 30 %,,
398,Sconto 30 %,,
399,Sconto 30 %,,
400,Sconto 30 %,,
401,"Tabella A2 – coefficienti di categoria Eventuale applicazione sconto per certificazioni ambientali: in caso di adozione da parte del Gestore dell’impianto, di certificazioni ambientali, alla Tariffa così calcolata si applicherà un ulteriore sconto (CSGA) secondo le modalità specificate nella tabella A3.",,
402,Riduzione del costo istruttorio per impianti ISO 14001 Riduzione costo istruttorio per impianti EMAS,,
403,n° Scrofe 750-900 n° Suini oltre i 30 kg 2.000-4.000 n° Avicoli 40.000 – 85.000,,
404,n° Scrofe 9011.800 n° Suini oltre i 30 kg 4.001-8.000 n° Avicoli 85.000170.000,,
405,n° Scrofe >1.800 n° Suini oltre i 30 kg > 8.000 n° Avicoli > 170.000,,
406,Attività ‘complessa’ (1),,
407,10 %,,
408,10 %,,
409,10 %,,
410,10 %,,
411,30 %,,
412,30 %,,
413,30 %,,
414,30 %,,
415,Tabella A3 – coefficienti di sconto per attività certificate,,
416,B.,,
417,"DETERMINAZIONE DELLE TARIFFE PER LE ISTRUTTORIE CONNESSE A RINNOVO DI AUTORIZZAZIONE INTEGRATA AMBIENTALE (RIF.: DM 24.04.2008, ALLEGATO II)",,
418,La tariffa istruttoria relativa al rinnovo (TR) di un’Autorizzazione Integrata Ambientale è calcolata secondo i seguenti passaggi:,,
419,T = T *K,,
420,4.	 Calcolo T							 I 1 dove: •,,
421,TI = CD– CDOM + CARIA + CH2O + CRP + CRNP + (CCA + CRI + COD + CST +CRA) è calcolata secondo i coefficienti della Tabella A1 di cui sopra;,,
422,•,,
423,K1: coefficiente moltiplicativo individuato nella Tabella A2 di cui sopra.,,
424,5.,,
425,"Eventuale applicazione sconto per certificazioni ambientali: in caso di adozione da parte del Gestore dell’impianto, di certificazioni ambientali, alla Tariffa così calcolata si applicherà un ulteriore sconto (CSGA) secondo le modalità specificate nella tabella A3.",,
426,6.,,
427,Calcolo TR con l’applicazione di un ulteriore sconto del 50% alla tariffa determinata secondo i punti precedenti.,,
428,C.,,
429,"DETERMINAZIONE DELLA TARIFFA PER LE ISTRUTTORIE IN CASO DI MODIFICHE NON SOSTANZIALI (RIF.: DM 24.04.2008, ALLEGATO III)",,
430,In caso di modifiche NON SOSTANZIALI che comportano aggiornamento dell’atto ai sensi della dgr 2 febbraio 2012 n.2970 si applica la tariffa forfettaria di 200 euro.,,
431,"Qualora più modifiche vengano comunicate nell’ambito della medesima istanza, la tariffa non potrà comunque superare l’importo di 750 euro.",,
432,D.,,
433,"TARIFFA RELATIVA ALLE ATTIVITÀ DI CONTROLLO (RIF.: DM 24.04.2008, ALLEGATO IV E V)",,
434,"Richiamato quanto riportato ali paragrafi E ed F della Parte II, la tariffa relativa al singolo controllo, come indicato dall’articolo 3, comma 3, del d.m.",,
435,24 aprile 2008 (di seguito TCON) è determinata sommando due diversi fattori: la tariffa ‘fissa’ (di seguito TC) dovuta alle attività da condurre in ogni controllo (art.,,
436,"3, comma 1) e la tariffa per la esecuzione di prelievi ed analisi (di seguito TA), determinata sulla base del numero di prelievi ed analisi eseguite nell’ambito del controllo (art.3, comma 2).",,
437,– 66 –,,
438,Bollettino Ufficiale,,
439,"Serie Ordinaria n. 2 - Venerdì 11 gennaio 2013 Pertanto: TCON = TC + TA Per le attività di cui al punto 6.6 si stabilisce che: la Tariffa fissa (‘Tc’) è pari al valore forfettario di 850 euro, IVA esclusa; Per la tariffa TA, si rimanda a quanto stabilito al paragrafo F della Parte II, fermo restando che la TA max è pari a 1000 euro (vedi Tabella M – paragrafo F della Parte II).",,
