sentence number,sentence,value (0/1)
142,"2, comma 46, della Legge 23 dicembre 2009, n. 191) e alla d.g.r. n. IX/893/2010 successivamente rettificata dalla d.g.r. n. IX/3542/2012; è fortemente raccomandata la presenza di un DAE nelle strutture sanitarie e socio-sanitarie, pubbliche e private, accreditate o autorizzate, ove non sia già presente una risposta all’emergenza, strutturata o istituzionalizzata, che preveda l’impiego di un defibrillatore. è utile la presenza di un DAE nelle strutture, fisse e/o mobili, nell’ambito di istituzioni coinvolte nella gestione dell’ordine pubblico e dell’emergenza (Polizia di Stato, Carabinieri, Guardia di Finanza, Vigili del Fuoco, Corpo Forestale, Polizia Locale, Istituti Penitenziari, Capitanerie di Porto, Guardia Costiera, Forze Armate, Protezione Civile, Corpo Nazionale del Soccorso Alpino e Speleologico, ecc.); è fortemente raccomandata la presenza di un DAE in ambienti ad elevata densità di popolazione (aeroporti, stazioni marittime, stazioni ferroviarie, metropolitane, stadi, ipermercati, centri commerciali, hotel, ecc.); è utile la presenza di un DAE in luoghi pubblici non rapidamente raggiungibili dal sistema di emergenza (p. es. treni, aerei, navi, imbarcazioni, ecc).",,
143,"Per le località remote (ad esempio aree rurali della Regione) sono state identificate le farmacie (o le immediate adiacenze) quali sedi di collocazione dei DAE; è obbligatoria la presenza di un DAE nei luoghi facenti parte di un progetto PAD strutturato e autorizzato; è utile la presenza di un DAE negli ambulatori delle strutture sanitarie (se non rapidamente ottenibile nella stessa struttura sanitaria) e nelle strutture ambulatoriali (studi medici, ambulatori dentistici, ambulatori delle ASL, ecc.); è accettabile la presenza di un DAE in ambito domiciliare, per quanto riguarda il domicilio di pazienti potenzialmente a rischio di morte cardiaca improvvisa, anche se non vi sono dati di letteratura a supporto di questa possibilità.",,
144,AREU deve disporre dell’elenco dei DAE presenti sul territorio regionale.,,
145,La collocazione di nuovi DAE e lo spostamento in altra sede di un DAE già censito devono essere comunicati dai responsabili del Progetto (o da loro delegati) alla AAT di riferimento.,,
146,4.,,
147,ATTIVAZIONE DEI PROGETTI DI DEFIBRILLAZIONE PRECOCE SEMI-AUTOMATICA 4.1 Premessa Il presupposto essenziale per rendere efficace un programma di defibrillazione precoce affidato ai laici è l’integrazione e il coordinamento con il sistema di emergenza sanitario extra-ospedaliero.,,
148,"Il coordinamento è affidato ad AREU, anche per mezzo delle sue AAT e delle COEU/SOREU.",,
149,La presenza di un DAE e la sua esatta collocazione devono essere conosciuti dalle COEU/SOREU al fine di rendere operativamente utilizzabile il defibrillatore in caso di evento accaduto nelle vicinanze.,,
150,"Inoltre, l’elenco delle persone addestrate potenzialmente attivabili (con modalità da definire nell’ambito dell’implementazione del sistema), può consentire il precoce intervento di un laico addestrato in attesa dell’arrivo dei mezzi del soccorso sanitario.",,
151,"Tutti coloro che intendono dotarsi di un DAE, inclusi i soggetti privati, devono informare il Responsabile della AAT/COEU/SOREU di riferimento dell’acquisizione dello strumento predisponendo l’apposito progetto.",,
152,"4.2 Modalità di presentazione di un progetto PAD Le strutture, le organizzazioni e tutti i soggetti che intendono dotarsi di uno o più DAE devono presentare un progetto alla AAT di riferimento territoriale, specificando le seguenti informazioni: • • • •",,
153,•,,
154,• • •,,
155,denominazione del progetto nominativo e qualifica del responsabile organizzativo del progetto nominativo e qualifica del responsabile delle procedure di manutenzione dei DAE numero dei DAE che si intende collocare.,,
156,"Non appena in possesso dei DAE, Il responsabile del progetto è tenuto a comunicare tempestivamente ad AREU il nome dell’Azienda produttrice, il rivenditore, il modello e il numero di serie dell’apparecchiatura.",,
157,"Tale richiesta è dettata sia per l’inserimento dei DAE nel database regionale sia per la necessità di far disporre le Centrali Operative degli appositi software per la ricostruzione dell’evento. localizzazione precisa delle apparecchiature ed eventuale planimetria dell’area individuata, da concordare con AREU in caso di posizionamento in luoghi accessibili al pubblico.",,
158,"Se collocato all’esterno (via, piazza, ecc), è opportuno che il DAE sia custodito in un contenitore che ne garantisca la protezione da agenti atmosferici e sbalzi termici.",,
159,"E’ altresì opportuno che, tramite la tecnologia attuale, sia in grado di fornire lo stato di funzionamento ad una stazione ricevente tale da informare tempestivamente la Centrale Operativa 118 (o 112) di riferimento su un’eventuale disfunzione.",,
160,Un’altra informazione estremamente importante da inserire nel progetto è la presenza un analogo avviso di allarme nel caso di asportazione dalla sua custodia ad indicare un utilizzo o un furto/sottrazione o un atto vandalico.,,
161,"Se collocato in ambiente chiuso e protetto, il DAE dovrà essere mantenuto e salvaguardato dal responsabile delle procedure di manutenzione del progetto o da suo delegato.",,
162,La presenza e l’esatta collocazione del DAE vanno comunque segnalate alla AAT/COEU/SOREU di riferimento. generalità e qualifica lavorativa del personale preposto per l’utilizzo del DAE (archivio in formato elettronico) iter formativo che si intende seguire per il personale preposto all’utilizzo del DAE impegno del proponente a: o,,
163,"sostenere per intero i costi d’acquisto, di mantenimento e di formazione del personale, fatte salve modalità differenti secondo",,
164,Bollettino Ufficiale,,
165,–9– Serie Ordinaria n. 5 - Giovedì 31 gennaio 2013,,
166,indicazioni Regionali e di AREU accettare le condizioni previste dalla normativa vigente nazionale e regionale mantenere aggiornato il personale garantendo un adeguato retraining e una regolare ri-abilitazione secondo le indicazioni di AREU.,,
167,"Ad avvenuta approvazione del Progetto, il responsabile organizzativo concorderà le modalità attuative con il responsabile dell’AAT/ COEU/SOREU, informando anche la Direzione AREU. o o",,
168,4.3,,
169,I referenti dei progetti PAD,,
170,Il responsabile organizzativo del progetto è responsabile: • • • • • •,,
171,"del progetto dell’applicazione della normativa vigente di verificare la conformità dell’apparecchio alla normativa in vigore della formazione del personale preposto all’utilizzo dei DAE di comunicare all’AAT/COEU/SOREU di riferimento, direttamente o per tramite di un suo delegato, ogni utilizzo del DAE di comunicare, con cadenza annuale, ad AREU l’elenco del personale abilitato all’utilizzo del DAE comprensivo della scadenza dell’abilitazione, al fine di mantenere aggiornato l’archivio regionale.",,
172,Il responsabile delle procedure di manutenzione è responsabile: • • •,,
173,"di verificare periodicamente (ragionevolmente ogni mese) lo stato del funzionamento del/dei DAE di verificare la disponibilità, l’integrità e la scadenza del materiale di consumo (batteria, piastre, rasoio) di segnalare per iscritto al responsabile della AAT di riferimento ogni anomalia o malfunzionamento riscontrati e di provvedere al ripristino dell’operatività nel minor tempo possibile.",,
174,5.,,
175,"FORMAZIONE NELL’AMBITO DEI PROGETTI DI DEFIBRILLAZIONE PRECOCE SEMIAUTOMATICA Istituzionalmente, Regione Lombardia ha conferito ad AREU, con d.g.r. n. 6994/08, tra le varie attività correlate al soccorso sanitario, il mandato di regolamentare anche la formazione del personale, definendo e realizzando percorsi formativi omogenei e standardizzati.",,
176,"Per tale motivo, per favorire la diffusione delle manovre di rianimazione cardiopolmonare di base e di defibrillazione precoce (semiautomatica), AREU promuove la formazione attraverso la rete di istruttori e formatori AREU e delle sue articolazioni (AAT e COEU/SOREU), dei CeFRA e di altri soggetti riconosciuti da AREU.",,
177,Il corso per l’abilitazione alla defibrillazione semi-automatica deve obbligatoriamente comprendere la conoscenza delle manovre di rianimazione cardiopolmonare di base e l’uso in sicurezza dei DAE.,,
178,"AREU definisce la metodologia, i contenuti e la durata del corso, in linea con le raccomandazioni scientifiche nazionali e internazionali e ne fornisce il materiale didattico.",,
179,"Al fine di rendere omogenei i percorsi formativi, deve essere utilizzato il materiale didattico predisposto da AREU (comprensivo dei loghi) in tutti gli eventi formativi finalizzati al raggiungimento dell’abilitazione alla defibrillazione.",,
180,Il corso BLSD dedicato ai laici ha una durata di almeno 5 ore comprensive della parte pratica e abilitativa (valutazione) ed è condotto con le consuete modalità nel rapporto di istruttori:manichino:discenti 1:1:5.,,
181,Il numero di discenti (allievi) per ogni istruttore può essere inferiore a 5 ma non può comunque superare il numero massimo di 6 persone.,,
182,Sono considerati anche gli eventi di formazione di massa purché coerenti con le indicazioni di cui sopra.,,
183,"Per particolari esigenze formative, AREU potrà introdurre moduli didattici aggiuntivi al fine di diffondere maggiormente la cultura del primo soccorso, rimodulando la durata del corso e ogni altro aspetto utile alla diffusione della cultura del soccorso sanitario.",,
184,"In fase di prima applicazione, AREU riconosce i corsi di BLSD effettuati in Regione Lombardia da altri soggetti erogatori NON appartenenti ad AREU e NON appartenenti ai CeFRA, purché siano rispettate tutte le seguenti condizioni: •",,
185,"il soggetto erogatore svolga una specifica attività formativa nel campo della rianimazione cardio-polmonare di base e della defibrillazione precoce (BLSD) • la formazione sia effettuata da istruttori il cui percorso formativo è riconosciuto in ambito nazionale o internazionale, comprovato da un certificato di superamento del corso istruttori e sia documentata un’esperienza formativa attiva • il materiale didattico, la metodologia, la durata e la valutazione finale siano documentati e in linea con gli standard nazionali o internazionali.",,
186,"AREU si riserva di esprimere parere vincolante ai fini dell’erogazione della formazione riconosciuta in questa prima fase a terzi erogatori (Decreto Ministero della Salute del 18 marzo 2011, d.g.r. n. 2869/2011).",,
187,"Le strutture sanitarie attivano, di norma, progetti di defibrillazione precoce dedicati al proprio personale.",,
188,"In questo caso, la responsabilità organizzativa, formativa e autorizzativa è in capo alle Direzioni Sanitarie o a loro referenti/delegati interni.",,
189,"Qualora il personale non medico appartenente alle stesse operi all’esterno della struttura e/o per AREU, AREU riconoscerà l’abilitazione ottenuta e rilascerà l’abilitazione all’operatore per l’attività territoriale senza riproporre al partecipante un nuovo corso se i percorsi formativi, i contenuti, i materiali, e la metodologia sono in linea con il programma del corso BLSD svolto da AREU.",,
190,"In caso di utilizzo del DAE all’interno di strutture sanitarie senza il coinvolgimento di AREU, la responsabilità nell’utilizzo e nella revisione dei casi è a carico del responsabile della struttura ove è collocato il DAE.",,
191,"In caso di DAE presenti in strutture sanitarie che attivano regolarmente il sistema 118 per interventi d’urgenza, è indispensabile che venga fornito l’elenco e la collocazione precisa del DAE alla AAT/COEU/SOREU di riferimento.",,
192,6.,,
193,ABILITAZIONE ALL’USO DEL DAE Coerentemente con le funzioni assegnate dal d.m.,,
194,"18 marzo 2011 e dalle d.g.r. n. 6994/08 e d.g.r. n. 1964/11, AREU è l’unico soggetto delegato dalla Regione Lombardia a rilasciare l’abilitazione alla defibrillazione semiautomatica per personale non medico operante all’esterno di strutture sanitarie autorizzate.",,
195,AREU potrà delegare soggetti terzi all’esecuzione dei corsi BLSD per laici secondo i criteri di seguito elencati.,,
196,"Al termine degli eventi formativi, i soggetti delegati devono inviare ad AREU l’elenco dei partecipanti (secondo uno specifico schema regionale) che hanno superato con esito positivo i corsi BLSD per laici e le relative certificazioni ai fini del perfezionamento delle medesime da parte di AREU, unico soggetto a ciò preposto.",,
197,"Per i corsi gestiti dai CeFRA i materiali, i contenuti e le modalità didattiche devono essere quelli indicati da AREU.",,
198,AREU si riserva di valutare la necessità di inviare un suo delegato al corso e (o alle verifiche sia per i corsi gestiti dai CeFRA che da altri Soggetti erogatori.,,
199,– 10 –,,
200,Bollettino Ufficiale,,
201,"Serie Ordinaria n. 5 - Giovedì 31 gennaio 2013 Per i corsi già espletati da soggetti non appartenenti ad AREU e non appartenenti ai CeFRA, AREU riconosce i corsi effettuati purché svolti in un periodo non antecedente a due anni dalla data di emanazione del presente documento.",,
202,"I richiedenti devono inviare ad AREU il programma dettagliato del corso BLSD, i nominativi degli istruttori e un certificato comprovante la loro qualifica e l’attività svolta quali istruttori BLSD, la metodologia seguita, incluso il metodo di valutazione finale e l’elenco dei partecipanti.",,
203,"Il riconoscimento, e di conseguenza l’abilitazione, sono decisi da AREU sulla base delle suddette informazioni.",,
204,"Analogamente, AREU riconosce i corsi che verranno organizzati da soggetti non appartenenti ad AREU e non appartenenti ai CeFRA sino ad un periodo di tempo non superiore a due anni dalla data di emanazione del presente documento.",,
205,"Anche in questo caso, i richiedenti devono preventivamente inviare ad AREU il programma dettagliato del corso BLSD, i nominativi degli istruttori ed un certificato comprovante la loro qualifica e l’attività svolta quali istruttori BLSD, la metodologia seguita, incluso il metodo di valutazione finale e l’elenco dei partecipanti.",,
206,"AREU, al fine del rilascio preventivo del nulla osta per il riconoscimento del corso, si riserva di verificare e valutare la documentazione pervenuta e considerando anche l’eventualità di inviare un suo delegato al corso.",,
207,"Decorso il termine dei due anni, coloro che intendono effettuare una formazione in BLSD per Laici devono adeguare modalità, struttura, contenuti e materiali del corso alle indicazioni AREU.",,
208,"Nel caso in cui vi fossero soggetti non rientranti nelle predette categorie che intendono effettuare corsi di BLSD per Laici, gli stessi, ottenuta la necessaria autorizzazione da parte di AREU, devono rispettare il dettame delle presenti linee di indirizzo.",,
209,L’elenco del personale abilitato viene inserito nell’archivio regionale dagli istruttori del corso.,,
210,La certificazione Soccorritore-Esecutore rilasciata in Regione Lombardia (D.g.r. n. 45819/1999 e decreto d.g.s.,,
211,Regione Lombardia n. 7474/2008) ha validità di abilitazione all’utilizzo del DAE.,,
212,"Se in corso di validità, non obbliga il soccorritore a partecipare e superare il corso BLSD (o il retraining) di cui al presente documento a meno che non siano trascorsi più di due anni dal rilascio della medesima certificazione.",,
213,Il riaggiornamento periodico viene organizzato e gestito con le modalità indicate da AREU nell’ambito della programmazione della formazione dei soccorritori/esecutori in base alla d.g.r. n. 1964/2011.,,
214,"L’abilitazione all’uso del defibrillatore semiautomatico ha, di norma, una durata di 12 mesi e comunque non superiore a 24 mesi, e ha valore negli ambiti previsti dalla vigente normativa nazionale (Decreto Ministero della Salute del 18 marzo 2011).",,
215,AREU riconosce i soggetti abilitati con corsi di BLSD effettuati in altre Regioni se sono rispettate tutte le seguenti condizioni: • se sono rilasciate dalla Regione stessa o dal S.S.U.Em.,,
216,118 o da altro soggetto riconosciuto o autorizzato dalla medesima Regione; • se i corsi sono stati svolti all’interno del territorio della Regione che ha rilasciato l’autorizzazione; • se il nominativo è inserito in un elenco Regionale accessibile per una verifica; • se la data di rilascio o di riaggiornamento è inferiore a due anni.,,
217,"Anche in questo caso, i richiedenti dovranno preventivamente inviare ad AREU il programma dettagliato del corso BLSD, i nominativi degli istruttori e un certificato comprovante la loro qualifica e l’attività svolta quali istruttori BLSD, la metodologia seguita, incluso il metodo di valutazione finale e l’elenco dei partecipanti.",,
218,AREU si riserva la possibilità di verificare la documentazione pervenuta.,,
219,7.,,
220,"RETRAINING E ABILITAZIONI SUCCESSIVE Il retraining periodico viene effettuato, normalmente, dagli stessi soggetti erogatori della formazione di cui ai paragrafi precedenti.",,
221,Il retraining può avere una durata inferiore al primo corso in quanto finalizzato a consolidare contenuti e abilità pratiche già ottenute.,,
222,"Attualmente e sulla base di confronti tra esperienze, il retraining può essere condotto in 2-3 ore.",,
223,AREU si riserva la possibilità di verificare e modificare metodologia e contenuti del corso e di valutare l’opportunità di inviare un suo delegato al corso.,,
224,L’abilitazione per il corso di retraining è rilasciata da AREU.,,
225,8.,,
226,"PROGRESSIONE E IMPLEMENTAZIONE Per quanto attiene all’implementazione dei progetti di defibrillazione semiautomatica sul territorio, si fa riferimento al progetto AREU “A prova di cuore.",,
227,Diffusione delle tecniche di rianimazione cardiopolmonare e dei defibrillatori nei luoghi pubblici in Regione Lombardia” approvato con d.g.r. n. 2869/2011.,,
228,Tale documento costituisce il presupposto metodologico per lo sviluppo e l’implementazione di altre analoghe iniziative.,,
229,È previsto un archivio informatizzato regionale sia dell’esatta collocazione dei DAE che del personale abilitato.,,
230,I responsabili del corso saranno autorizzati all’inserimento nel database dei nuovi esecutori abilitati e all’aggiornamento in caso di retraining.,,
231,9.,,
232,"MONITORAGGIO DELL’ATTIVITÀ AREU diffonderà, con diverse modalità, alle Istituzioni, al personale delle AAT e delle COEU/SOREU, agli Enti/Organizzazioni/Cooperative Sociali convenzionate con AREU e alla popolazione i risultati degli interventi effettuati nell’ambito dei progetti PAD.",,
233,10.,,
234,"APPENDICE Specifiche riguardanti il DAE Attualmente la tecnologia offre garanzie nelle apparecchiature prodotte in termini di affidabilità, in particolare per quanto riguarda sensibilità (capacità di riconoscere e defibrillare un ritmo defibrillabile) e specificità (capacità di riconoscere e NON defibrillare un ritmo non defibrillabile).",,
235,"Complessivamente, sono strumentazioni con caratteristiche analoghe per quanto riguarda le funzioni essenziali (ad es. semplice utilizzo, dimensioni e peso ridotti, costo contenuto, limitata manutenzione, dotate di sistemi di registrazione non modificabili dall’utente, aggiornate secondo le Linee Guida).",,
236,"Pur presentando caratteristiche diverse (messaggio vocali, guida alla RCP, presenza di schermo per la visualizzazione della traccia, ecc), i DAE presentano caratteristiche di analisi ed erogazione dello shock (energia, intensità di corrente, durata dell’onda, ecc) in linea con le indicazioni delle attuali Linee Guida.",,
237,Alcuni DAE dispongono inoltre di funzioni di trasmissione sullo stato dell’apparecchiatura tramite dei contenitori/box/teche/totem nei quali sono custoditi.,,
238,Questi box consentono inoltre di inviare ad un server centrale anche informazioni se il DAE viene rimosso dalla sua custodia.,,
