SentenceID;Sentences ;Label 
251;26 luglio 2018 - n. 10975 ‘ solidarietà e servizi cooperativa sociale ’ con sede legale in via isonzo 2 - busto arsizio ( va ):;0
252;"27 agosto 2019 - n. 12272 approvazione della graduatoria e assegnazione dei contributi ai progetti presentati sul bando approvato con d.d.s. n. 5598 del 17 aprile 2019 approvazione dell’ invito alla presentazione di progetti di miglioramento di sedi, strutture e attrezzature di istituti e luoghi della cultura e siti unesco - l.r. 25/2016 anni 2019 e 2020 - sezione iv ambito aree e parchi archeologici il dirigente della struttura stituti e luoghi della cultura vista la l.r. 7 ottobre 2016, n. 25 « politiche regionali in materia culturale riordino normativo », in particolare l’ art. 17;";0
253;27 novembre 2019 - n. 17171 ente « cooperativa sociale e di lavoro operatori sanitari associati », con sede legale in roma, via lucio volumnio n. 1:;0
254;28 febbraio 2018 - n. 2713 bando per il finanziamento di progetti di innovazione in ambito sanitario e socio - sanitario di cui alla d.g.r. x/5954 del 5 dicembre 2016 il direttore generale richiamate:;0
255;28 novembre 2016. n. 5918 « disposizioni in merito alla evoluzione del modello organizzativo della rete delle cure palliative in lombardia:;0
256;28 settembre 2018 - n. 13827 « commissione per apparecchiature sanitarie ad alta tecnologia » ai sensi della d.g.r. n. x/1185/2013 ( allegato 3 ) e d.d.g. n. 11441 del 22 settembre 2017.;0
257;"29 marzo 2019 - n. 4369 audit dell’ autorità competente regionale ai sensi del reg. ( ce ) n. 882/2004 art. 4(6 ) sulle autorità competenti locali in relazione ai controlli sugli alimenti di origine non animale e alle finalità di prevenzione, eliminazione o riduzione dei rischi per i consumatori il dirigente della unità organizzativa prevenzione visti il reg. ( ce ) n. 178/2002, che stabilisce i principi e i requisiti generali della legislazione alimentare, istituisce l’ autorità europea per la sicurezza alimentare e fissa procedure nel campo della sicurezza alimentare;";0
258;3. di affidare all’ istituto zooprofilattico sperimentale della lombardia e dell’ emilia romagna ( izsler ) il compito di garantire la diagnostica specialistica e la consulenza tecnico - scientifica per l’ esecuzione degli esami di laboratorio;0
259;"3. di aggiornare contestualmente il suddetto registro, nel quale risultano iscritti con le relative prove i laboratori di cui all’ allegato a;";0
260;"3. di approvare l’ avviso pubblico per manifestazione d’ interesse, allegato c parte integrante e sostanziale del presente atto;";0
261;"3. di dare atto che i contributi concessi col presente provvedimento, pari a € 193.500,00 trovano copertura nella dotazione complessiva stabilita dal bando sui capitoli n. 12830 12075 sugli esercizi finanziari 2019 - 2020;";0
262;"3. di dare atto che, come stabilito dalla sopracitata d.g.r. n. 84 serie ordinaria n. 53 - lunedì 28 dicembre 2020 resse che perverranno alla direzione generale welfare successivamente al 30 settembre 2020;";0
263;"3. di demandare al dirigente della struttura piani e progetti l’ adozione degli atti di gestione del bando, compresa la nomina della commissione di valutazione e l’ approvazione della graduatoria finale;";0
264;3. di demandare al dirigente della u.o. veterinaria l’ adozione di eventuali ulteriori provvedimenti di competenza ai fini della presentazione delle domande e delle comunicazioni per i procedimenti di cui ai regolamenti sopra citati;0
265;3. di disporre che il precedente regolamento approvato con d.d.g. n. 10826 del 27 ottobre 2016 cesserà di avere efficacia contestualmente all’ adozione del presente provvedimento;0
266;3. di disporre la pubblicazione del presente atto sul bollettino ufficiale della regione lombardia e sul portale di regione lombardia ( www.regione.lombardia.it );0
267;"3. di inviare il presente atto all’ ats di bergamo, di ubicazione delle unità di offerta e di pubblicare il presente atto sul bollettino ufficiale della regione lombardia;";0
268;3. di inviare il presente atto alla ats dell’ insubria di ubicazione delle unità di offerta e di pubblicare il presente atto sul bollettino ufficiale della regione lombardia.;0
269;3. di inviare il presente atto alla ats insubria, e di pubblicare il presente atto sul bollettino ufficiale della regione lombardia.;0
270;"3. di inviare il presente atto alle ats di brescia e bergamo, di ubicazione delle unità di offerta e di pubblicare il presente atto sul bollettino ufficiale della regione lombardia;";0
271;3. di inviare il presente atto alle ats insubria e città metropolitana di milano, di ubicazione delle unità di offerta e di pubblicare il presente atto sul bollettino ufficiale della regione lombardia.;0
272;3. di inviare il presente atto alle ats interessate e di pubblicare il presente atto sul bollettino ufficiale della regione lombardia.;0
273;3. di inviare il presente atto alle ats:;0
274;3. di pubblicare il presente atto sul bollettino ufficiale della regione lombardia e di inviarne una copia alla ats competente;0
275;3. di pubblicare il presente atto sul bollettino ufficiale della regione lombardia e di inviarne una copia alla ats val padana.;0
276;3. di pubblicare il presente atto sul bollettino ufficiale della regione lombardia e di inviarne una copia alle ats interessate.;0
277;3. di pubblicare il presente atto sul burl e sul portale di regione lombardia;0
278;3. di stabilire che entro e non oltre il 1° marzo 2019 presso ciascuna u.o. di anatomia patologica deve essere disponibile un documento in cui sono descritte:;0
279;"3. di stabilire che entro e non oltre il 1° marzo 2019 presso ciascuna u.o. di anatomia patologica deve essere disponibile un documento in cui sono descritte: le modalità organizzative e le tempistiche delle prestazioni per le diverse casistiche di attività estemporanea; le condizioni cliniche e le tempistiche per cui sono previste richieste « urgenti »; le modalità con cui le succitate informazioni sono rese note all’ utenza. 4. di precisare che: per tempo di refertazione si intende il tempo intercorso tra l’ arrivo in laboratorio del campione da analizzare e il rilascio del referto, redatto come previsto nell’ allegato 1 alla d.g.r n. xi/772/2018, accessibile dal sistema informatico o stampato in formato cartaceo; che i tempi di refertazione massimi sono quelli stabiliti nel succitato allegato 1 alla d.g.r n. xi/772/2018; per rendere monitorabile il rispetto dei tempi di refertazione da parte dei laboratori, è necessario tracciare l’ arrivo dei campioni nel laboratorio e il rilascio del referto che può non coincidere con la data in cui lo stesso viene reso disponibile all’ utente finale. 5. di stabilire che le direzioni sanitarie, attraverso apposita procedura, vigilino affinché la consegna dei referti agli utenti avvenga nel più breve tempo possibile e comunque non oltre i 3 giorni lavorativi da quando il laboratorio di anatomia patologica rende disponibile il referto. 6. di stabilire che al 1° marzo 2019 le strutture che erogano prestazioni di anatomia patologica devono provvedere ad almeno una verifica dei tempi di refertazione con attestazione agli atti delle stesse strutture. 7. di approvare il documento « giustificazioni ammissibili dei ritardi dei tempi di refertazione » - allegato 2 parte integrante del presente provvedimento. 8. di precisare che si configura un ritardo allorché siano superati i tempi massimi definiti nell’ allegato 1 alla d.g.r n. xi/772/2018 e che i giorni di ritardo devono essere calcolati rispetto a questi ultimi e non ai tempi fissati dal laboratorio che non possono essere superiori a quelli del predetto allegato. 9. di stabilire che le prime verifiche del rispetto dei tempi di refertazione da parte delle ats avranno luogo a partire dal mese di maggio 2019, dando priorità agli smel che erogano prestazioni di anatomia patologica collocati in strutture di ricovero e cura o che eseguono prestazioni per esse, nel caso di esternalizzazioni degli smel. 10. di stabilire che: le strutture che erogano prestazioni di anatomia patologica non debbano necessariamente giustificare i ritardi quando questi non superino il 10 %, ma che debbano esercitare un continuo monitoraggio dei referti prodotti con ritardo; saranno ritenute valide giustificazioni che documentino che il ritardo è dovuto a problematiche derivanti dalla complessità e dalla imprevedibilità del campione in esame con riferimento a quelle riportate, a titolo esemplificativo ma non esaustivo, nell’ allegato 2 al presente provvedimento, o ad accadimenti eccezionali che impediscano la praticabilità del laboratorio. 11. di stabilire che quanto sopra riportato riveste carattere sperimentale e sarà oggetto di revisione da parte della dg welfare dopo un anno dalla pubblicazione della d.g.r. n. xi/772/2018. 12. di stabilire che nel corso del primo anno di applicazione delle predette disposizioni, le ats provvederanno esclusivamente a diffidare le strutture che non abbiano adempiuto ai requisiti riguardanti i tempi di refertazione. 13. di precisare che, con riferimento ai volumi di attività di biologia molecolare di cui all’ allegato alla d.g.r. n. xi/772/2018, non sono tenuti al raggiungimento dei 600 casi / anno, le strutture che eseguono esclusivamente la valutazione del linfonodo sentinella per il carcinoma mammario con la metodica osna ( one step nucleic acid amplification ) e le strutture che eseguono esclusivamente, con metodiche one - step a ciclo chiuso, la valutazione della mutazione egf-r nei casi di adenocarcinoma del polmone, in funzione della necessità di rapidità di risposta ai fini dall’ inizio della terapia specifica, che secondo le linee guida, deve essere impostata entro 5 giorni dalla diagnosi. 14. di stabilire che le strutture già autorizzate / accreditate che non abbiano presentato istanza di riclassificazione alla competente ats entro il 14 novembre 2019 abbiano tacitamente rinunciato all’ autorizzazione / accreditamento. 15. di disporre la pubblicazione del documento sul portale di regione lombardia, www.regione.lombardia.it. il direttore luigi cajazzo — — — — — —";1
280;3. di stabilire che il presente atto non comparta oneri a carico del bilancio regionale;0
281;"3.1 di sostenere, tramite l’ emanazione di apposito bando, l’ implementazione di progetti di ricerca innovativa a carattere organizzativo e/o clinico;";0
282;"3.17.1.2 garantisce la copertura finanziaria fino ad un massimo di euro 4.000.000,00 per il finanziamento dei progetti di cui al punto precedente;";0
283;30 bollettino ufficiale serie ordinaria n. 14 - venerdì 05 aprile 2019 d.d.u.o.;0
284;30 bollettino ufficiale serie ordinaria n. 41 - lunedì 05 ottobre 2020 d ) atti dirigenziali giunta regionale d.g. welfare d.d.g.;0
285;30 dicembre 2019 - n. 19173 approvazione delle linee guida per l’ attuazione degli investimenti in sanità il direttore generale welfare richiamati:;0
286;30 gennaio 2019 - n. 1112 ente « vivisol s.r.l. », con sede legale in monza ( mb ), via borgazzi n. 27:;0
287;"30 luglio 2020 - n. 9316 recepimento delle determinazioni della commissione istituita per l’ istruttoria delle richieste di collaborazione di enti esterni con regione lombardia e aggiornamento dell’ albo regionale istituito con decreto dirigenziale n. 10403 del 30 agosto 2017 il dirigente della u.o. osservatorio epidemiologico regionale richiamate provazione del documento ‘ disciplina delle collaborazioni di enti esterni con regione lombardia nell’ ambito delle attività di programmazione, gestione, controllo e valutazione dell’ assistenza sanitaria, previste dall’ art. 85, comma 1, lettera b ) del d.lgs.196/2003 e del conseguente accesso ai dati del datawarehouse regionale ’ -modifiche ed integrazioni alla d.g.r. n. 2017 del 1° luglio 2014 »;";0
288;"30 maggio 2012, n. 3541, « definizione dei requisiti specifici per l’ esercizio e l’ accreditamento dell’ assistenza domiciliare integrata », rettificata dalla d.g.r. 6 giugno 2012, n. 3584 »;";0
289;30 ottobre 2020 - n. 13065 aggiornamento del monitoraggio del trend della scelta crematoria ai sensi della d.g.r. 30 giugno 2020 n. xi/3322 il direttore generale della dg welfare vista la delibera giunta regionale 30 giugno 2020 n. xi/3322 « la cremazione in lombardia.;0
290;"31 agosto 2018 - n. 12418 aggiornamento del registro della regione lombardia dei laboratori che effettuano analisi nell’ ambito delle procedure di autocontrollo delle industrie alimentari il dirigente della unita ’ organizzativa prevenzione richiamate la deliberazione della giunta regionale n. ix/266 del 14 luglio 2010, con la quale la regione lombardia ha provveduto alla istituzione, ai sensi della legge 88/2009, del registro dei laboratori che effettuano analisi nell’ ambito delle procedure di autocontrollo delle industrie alimentari, fissando altresì le modalità operative per l’ iscrizione, l’ aggiornamento e la cancellazione;";1
291;31 agosto 2018 - n. 12422 fondazione opera pia francesca colleoni de maestri onlus, con sede legale in via colleoni 5, castano primo ( mi ) c.f. 03690110154.;0
292;31 gennaio 2020 - n. 1083 ente « fondazione istituto ospedaliero di sospiro onlus », con sede legale in sospiro ( cr ), via don luigi sturzo n. 5:;0
293;"31 luglio 2018 - n. 11185 impegno e contestuale erogazione di risorse finanziarie a favore di alcune province lombarde per il finanziamento delle attività previste dal « piano regionale di contenimento ed eradicazione della nutria 2018 », di cui alla d.g.r. n. xi/165 del 29 maggio 2018 il dirigente della u.o. veterinaria richiamata la d.g.r. n. xi/165 del 29 maggio 2018 recante approvazione del « programma annuale 2018 del piano regionale di contenimento ed eradicazione della nutria 2018/2020 » - ( di concerto con l’ assessore rolfi );";1
294;"31 ottobre 2014, n. 2569, « revisione del sistema di esercizio e accreditamento delle unità di offerta sociosanitarie e linee operative per le attività di vigilanza e controllo », come modificata con d.g.r. n. 4702/2015, « determinazioni in ordine alla gestione del servizio sociosanitario per l’ esercizio 2016 »;";0
295;34 bollettino ufficiale serie ordinaria n. 50 - lunedì 09 dicembre 2019 d.g. welfare d.d.s.;0
296;4 bollettino ufficiale serie ordinaria n. 21 - lunedì 21 maggio 2018 d.g. welfare d.d.u.o.;0
297;"4. ai sensi delle vigenti disposizioni, il numero attribuito e gli estremi del provvedimento di iscrizione dovranno essere riportati sui rapporti di prova riferiti ad analisi effettuate ai fini dell’ autocontrollo;";0
298;4. che il presente atto sostituisce la modulistica allegata alla circolare regionale n. 7 del 3 giugno 2019;0
299;"4. di affidare all’ osservatorio epidemiologico veterinario regionale ( oevr ), la raccolta ed elaborazione dei dati afferenti all’ attivazione del piano in argomento;";0
300;"4. di approvare, per le motivazioni riportate in premessa, l’ allegato b « aggiornamento elenco dei soggetti idonei alla nomina di componente esterno della commissione per apparecchiature sanitarie ad alta tecnologia avviso d.d.g. n. 2429 del 26 febbraio 2019 », parte integrante e sostanziale al presente provvedimento;";0
301;4. di attestare che il presente atto non è soggetto agli obblighi di pubblicazione di cui agli artt. 26 e 27 del d.lgs 33/2013. il dirigente giuseppe matozzo;0
302;4. di attestare che il presente atto non è soggetto agli obblighi di pubblicazione di cui agli artt. 26 e 27 del d.lgs. 33/2013;0
303;4. di attestare che il presente atto non è soggetto agli obblighi di pubblicazione di cui agli artt. 26 e 27 del d.lgs. 33/2013. 5. di pubblicare il presente provvedimento sul bollettino ufficiale della regione lombardia. il direttore generale luigi cajazzo — — — — — —;0
304;4. di attestare che il presente atto non è soggetto agli obblighi di pubblicazione di cui agli artt. 26 e 27 del d.lgs. 33/2013. il dirigente giuliana sabatino;0
